2000 3400
49:0.010397 57:0.010581 65:0.010571 71:0.011489 176:0.011899 190:0.016758 191:0.022290 242:0.011516 246:0.013483 269:0.010909 290:0.042746 291:0.020820 414:0.014490 530:0.013109 543:0.023804 544:0.014978 545:0.070480 551:0.010727 665:0.010477 704:0.047143 708:0.024893 745:0.010540 756:0.015625 769:0.040535 778:0.013714 780:0.026209 787:0.012093 848:0.012503 883:0.019537 969:0.013596 970:0.014511 995:0.011471 997:0.010849 1000:0.012676 1001:0.012927 1006:0.031528 1011:0.114790 1023:0.013932 1057:0.017790 1074:0.014322 1109:0.011172 1130:0.014755 1194:0.017035 1417:0.018839 1421:0.010420 1422:0.011163 1477:0.021431 1521:0.044328 1528:0.012283 1537:0.010531 1616:0.010607 1658:0.011530 1746:0.012365 1773:0.012144 1781:0.067174 1784:0.012158 1845:0.032450 1905:0.030873 1943:0.027518 1966:0.011803 2071:0.117092 2073:0.054095 2075:0.025642 2084:0.011701 2151:0.014450 2161:0.013803 2171:0.011427 2281:0.012661 2308:0.012108 2330:0.011673 2331:0.018067 2337:0.034188 2370:0.010456 2394:0.012307 2395:0.012400 2419:0.018031 2420:0.015511 2571:0.010659 2573:0.329756 2575:0.011203 2584:0.011772 2618:0.013650 2637:0.020656 2685:0.354859 2688:0.011078 2716:0.017602 2753:0.011596 2761:0.010539 2911:0.218053 2915:0.012667 2970:0.035869 3035:0.011365 3065:0.021701 3099:0.015478 3128:0.025539 3136:0.032492 3151:0.011601 3217:0.010994 3321:0.237747 3327:0.934423
71:0.016045 123:0.013910 134:0.017152 246:0.019103 269:0.032460 307:0.275734 336:0.024981 414:0.018210 544:0.025628 553:0.015005 621:0.135852 636:0.015006 690:0.016157 704:0.130733 707:0.071499 708:0.029740 756:0.019580 765:0.021450 769:0.087450 823:0.033001 885:0.018964 936:0.017226 942:0.014069 994:0.015892 997:0.015511 1001:0.021231 1011:0.429841 1026:0.033303 1066:0.020549 1081:0.017642 1107:0.018890 1109:0.017428 1114:0.014728 1116:0.014802 1192:0.236624 1194:0.038619 1375:0.028092 1392:0.015371 1417:0.054855 1437:0.051173 1477:0.028603 1493:0.017666 1547:0.016409 1662:0.079453 1682:0.062915 1699:0.020426 1701:0.015580 1781:0.025514 1833:0.014834 1844:0.019997 1845:0.038898 1846:0.035651 1874:0.019193 1903:0.023884 1905:0.137825 1906:0.023298 2042:0.021887 2071:0.019150 2084:0.019414 2090:0.019977 2171:0.018324 2191:0.014644 2308:0.014098 2329:0.023019 2331:0.025093 2416:0.014984 2420:0.017337 2451:0.016511 2569:0.018536 2571:0.017269 2573:0.360089 2574:0.015512 2575:0.014980 2613:0.022611 2684:0.014013 2685:0.276849 2688:0.017355 2753:0.025351 2763:0.015510 2882:0.018274 2911:0.014413 2915:0.019543 2973:0.022021 3032:0.014261 3060:0.016842 3065:0.030459 3078:0.021750 3090:0.049320 3114:0.024587 3128:0.015853 3165:0.015963 3184:0.014857 3194:0.045171 3208:0.131691 3223:0.023774 3253:0.014623 3321:0.256215 3327:0.742128 3363:0.017649 3383:0.021437
30:0.010251 49:0.017310 57:0.011986 109:0.057638 126:0.018405 144:0.020945 185:0.182862 197:0.035623 204:0.014040 223:0.011011 228:0.013184 245:0.011915 268:0.013207 269:0.011138 290:0.017232 401:0.017400 434:0.010624 444:0.015279 477:0.014967 478:0.013377 489:0.011774 497:0.014886 505:0.010151 615:0.011769 631:0.013876 919:0.015392 1017:0.015558 1023:0.011238 1025:0.013504 1044:0.015576 1045:0.010912 1046:0.011647 1049:0.011758 1099:0.034623 1100:0.012178 1101:0.028641 1105:0.014253 1106:0.050609 1152:0.010320 1194:0.013816 1210:0.010186 1257:0.010170 1268:0.017360 1356:0.017562 1376:0.038373 1377:0.038999 1379:0.044692 1437:0.012971 1594:0.279359 1597:0.017428 1600:0.011185 1616:0.011867 1742:0.031794 1781:0.031933 1786:0.013561 1922:0.012097 1998:0.013419 2018:0.020339 2033:0.013378 2095:0.027793 2098:0.033510 2106:0.010171 2113:0.014892 2126:0.011744 2265:0.011351 2266:0.011223 2303:0.011740 2317:0.010612 2370:0.010361 2376:0.011460 2437:0.011088 2463:0.018859 2578:0.012174 2600:0.012140 2637:0.011866 2685:0.097884 2710:0.022077 2716:0.010828 2757:0.011269 2762:0.015054 2779:0.011788 2820:0.011071 2887:0.013684 2889:0.011903 2939:0.010889 2951:0.010511 2988:0.012014 3011:0.012137 3016:0.011734 3085:0.012248 3128:0.017090 3151:0.013321 3219:0.011882 3311:0.014645 3312:0.015313 3321:0.935363 3327:0.958328 3351:0.022644 3363:0.035768 3369:0.010729
7:0.011016 19:0.009859 28:0.010076 30:0.017737 49:0.014222 107:0.013971 159:0.009453 187:0.009103 228:0.008888 269:0.029134 284:0.090778 290:0.012537 362:0.009131 438:0.011908 491:0.015009 539:0.009901 618:0.009909 647:0.009999 861:0.011037 896:0.037548 913:0.008532 994:0.010252 1023:0.010600 1130:0.009272 1188:0.008468 1194:0.081267 1205:0.048174 1245:0.009721 1261:0.008664 1294:0.009255 1357:0.009924 1416:0.009526 1437:0.011794 1503:0.013678 1504:0.010102 1557:0.008771 1616:0.010764 1627:0.307371 1642:0.009347 1666:0.008503 1694:0.009000 1697:0.010956 1725:0.010918 1726:0.013832 1742:0.017920 1754:0.009136 1758:0.023597 1773:0.011082 1781:0.077064 1786:0.009226 1877:0.009071 1884:0.009375 1926:0.012743 1967:0.014621 1976:0.017806 2045:0.010002 2099:0.008590 2151:0.042137 2152:0.012917 2153:0.009418 2250:0.008514 2315:0.037851 2370:0.008636 2384:0.011788 2417:0.035022 2421:0.009132 2424:0.008440 2447:0.011249 2637:0.018763 2649:0.022884 2654:0.013416 2685:0.093974 2696:0.012330 2710:0.116899 2714:0.008868 2716:0.012193 2779:0.009941 2898:0.011513 2951:0.008969 3073:0.014374 3079:0.008617 3091:0.016733 3099:0.009588 3116:0.010025 3118:0.013513 3123:0.016791 3124:0.010682 3128:0.012345 3151:0.011544 3218:0.010870 3312:0.012575 3321:0.403915 3327:0.847871 3333:0.015549 3340:0.019026 3360:0.008423 3361:0.011444 3369:0.010427 3373:0.019169 3374:0.009529
3:0.026639 49:0.064167 65:0.021592 97:0.044326 190:0.035148 191:0.039987 218:0.016159 244:0.018162 277:0.051700 290:0.043045 366:0.027299 390:0.019074 432:0.236330 490:0.015991 537:0.043057 543:0.016439 545:0.022709 554:0.016777 613:0.023585 681:0.018974 696:0.017354 708:0.056219 733:0.018009 749:0.020327 768:0.016035 769:0.135479 771:0.016035 780:0.033828 787:0.033953 883:0.132545 907:0.017556 937:0.025412 939:0.030398 1006:0.019613 1011:0.204442 1023:0.016922 1042:0.015996 1057:0.177363 1130:0.018270 1223:0.020064 1239:0.018065 1240:0.016969 1250:0.018483 1344:0.038944 1395:0.017020 1409:0.023943 1410:0.019482 1421:0.016884 1422:0.024553 1438:0.030416 1442:0.015969 1456:0.019667 1485:0.016441 1543:0.038659 1555:0.018346 1729:0.018335 1743:0.025084 1922:0.020515 2033:0.016949 2071:0.704245 2073:0.080887 2074:0.020628 2075:0.158511 2161:0.023595 2289:0.017647 2299:0.017105 2301:0.016814 2331:0.019895 2337:0.045303 2347:0.019158 2349:0.016174 2370:0.021257 2544:0.018146 2552:0.090460 2555:0.023059 2573:0.628505 2619:0.016666 2629:0.045382 2637:0.017980 2638:0.021672 2685:0.530832 2716:0.138583 2753:0.020067 2788:0.157713 2848:0.017556 2911:0.218990 2966:0.023355 2969:0.021275 2970:0.645225 2971:0.077076 3035:0.021748 3096:0.040949 3099:0.016167 3128:0.021312 3136:0.017700 3140:0.019966 3170:0.017338 3321:0.525286 3327:0.955028 3363:0.050603
28:0.010643 49:0.011288 57:0.007330 65:0.007704 93:0.008396 107:0.007353 234:0.007457 242:0.007693 269:0.014716 290:0.008291 362:0.011890 438:0.012222 463:0.013284 489:0.008388 491:0.007458 551:0.008671 555:0.009590 566:0.008153 599:0.007181 618:0.009461 640:0.007991 647:0.009975 687:0.032170 769:0.008910 826:0.010811 861:0.011894 942:0.008387 943:0.008447 953:0.007208 955:0.017067 994:0.007845 1023:0.010004 1046:0.007170 1130:0.008032 1194:0.040958 1214:0.008344 1251:0.007171 1348:0.014959 1377:0.008945 1379:0.009236 1381:0.007305 1403:0.007333 1437:0.058047 1445:0.026713 1557:0.007292 1616:0.010614 1618:0.007806 1627:0.017767 1674:0.009411 1702:0.007623 1722:0.007308 1725:0.008237 1746:0.007277 1758:0.010219 1781:0.031798 1810:0.010714 1844:0.007136 1858:0.007702 1877:0.010722 1905:0.009008 1960:0.008158 1967:0.025835 1970:0.009620 1976:0.011944 2018:0.007285 2045:0.010236 2151:0.013269 2152:0.019839 2391:0.007697 2417:0.096497 2584:0.014959 2609:0.008731 2637:0.015728 2654:0.014847 2685:0.030438 2688:0.007924 2719:0.007664 2779:0.009970 2849:0.008396 2911:0.007751 2951:0.032657 2982:0.008505 3060:0.007199 3065:0.008748 3073:0.012042 3078:0.007576 3116:0.007830 3118:0.010696 3123:0.012338 3124:0.011938 3128:0.022694 3151:0.011286 3217:0.007742 3285:0.008246 3312:0.078398 3321:0.501411 3327:0.880482 3362:0.007129 3368:0.007680 3373:0.009413
25:0.027767 33:0.067052 108:0.025879 149:0.020600 181:0.024789 248:0.018826 249:0.142385 252:0.035291 253:0.020600 254:0.083146 257:0.018446 291:0.022915 307:0.023984 311:0.027896 340:0.020299 683:0.120095 740:0.022390 754:0.020271 910:0.021567 986:0.022267 1002:0.021231 1006:0.027974 1011:0.075472 1090:0.017774 1149:0.018933 1187:0.024439 1194:0.018773 1199:0.020483 1361:0.024119 1411:0.017531 1417:0.091840 1422:0.058171 1477:0.018701 1562:0.018276 1563:0.022949 1652:0.018308 1664:0.021062 1692:0.023367 1709:0.021246 1710:0.029267 1827:0.048551 1853:0.018552 1979:0.019848 2008:0.056113 2090:0.047245 2093:0.021609 2133:0.908739 2159:0.018855 2192:0.020143 2292:0.017640 2337:0.071865 2339:0.043990 2342:0.029276 2343:0.027675 2361:0.130492 2364:0.030849 2410:0.019568 2485:0.023224 2573:0.335506 2576:0.020903 2636:0.022493 2685:0.236150 2721:0.021438 2723:0.018992 2729:0.019455 2818:0.060064 2843:0.046310 2845:0.023334 2858:0.026123 2911:0.520278 2913:0.043971 2918:0.017825 2956:0.023031 3003:0.020107 3044:0.034453 3060:0.070577 3065:0.067147 3082:0.027664 3134:0.022206 3135:0.021265 3136:0.185582 3227:0.033228 3234:0.024168 3248:0.028704 3249:0.023032 3263:0.028727 3268:0.204950 3273:0.018955 3283:0.019384 3297:0.072595 3301:0.053161 3321:0.274418 3327:0.821308 3347:0.042125 3349:0.025553 3350:1.000000 3379:0.017794 3380:0.022163 3385:0.043334 3394:0.033562
49:0.017609 93:0.021167 96:0.017472 107:0.014562 164:0.023532 174:0.017739 204:0.015928 207:0.023376 228:0.015454 234:0.021596 268:0.027629 269:0.015544 290:0.029966 291:0.032844 338:0.031166 369:0.020080 431:0.015673 556:0.026499 562:0.020139 642:0.015972 665:0.015582 666:0.026362 668:0.023000 684:0.014597 687:0.021549 745:0.021315 782:0.015571 798:0.018369 826:0.017867 842:0.027326 843:0.023345 861:0.033226 896:0.089184 902:0.014829 1023:0.016177 1124:0.034029 1130:0.016278 1194:0.050721 1198:0.015127 1215:0.068743 1252:0.015421 1277:0.019119 1279:0.022069 1287:0.025579 1437:0.078201 1470:0.017401 1496:0.070285 1497:0.032430 1513:0.015076 1618:0.024235 1627:0.245013 1629:0.023962 1654:0.020959 1742:0.052100 1746:0.098674 1773:0.018255 1781:0.019864 1819:0.024465 1820:0.019240 1877:0.021423 1949:0.021192 1986:0.021356 2054:0.014861 2151:0.019822 2153:0.015007 2248:0.076472 2317:0.014483 2325:0.015751 2366:0.014512 2367:0.023997 2370:0.021432 2373:0.017057 2476:0.023707 2477:0.027048 2483:0.015036 2518:0.016690 2637:0.051059 2649:0.016465 2685:0.364518 2710:0.036509 2788:0.028423 2813:0.017283 2929:0.019773 2931:0.017452 2951:0.015955 2967:0.015150 3073:0.021472 3099:0.014996 3148:0.023016 3168:0.329255 3221:0.016002 3238:0.022899 3296:0.015453 3312:0.023043 3321:0.471085 3323:0.014974 3327:0.934791 3354:0.015375 3367:0.016241 3373:0.018093
7:0.012056 9:0.013435 30:0.014691 36:0.013949 40:0.011253 49:0.022550 65:0.013793 140:0.013958 158:0.017511 160:0.026395 219:0.010705 238:0.012417 269:0.011914 290:0.097157 291:0.055311 454:0.013147 461:0.012458 537:0.023391 540:0.012409 629:0.014735 665:0.011939 676:0.010335 745:0.010868 769:0.013677 782:0.013035 814:0.011990 830:0.018743 832:0.047728 896:0.015777 914:0.011101 968:0.010433 970:0.018139 1023:0.013140 1037:0.012670 1090:0.015012 1130:0.011319 1150:0.011135 1194:0.020998 1327:0.010373 1417:0.030549 1469:0.012251 1477:0.011122 1532:0.036578 1565:0.010685 1575:0.012028 1616:0.011712 1627:0.026637 1742:0.012925 1746:0.014274 1752:0.017361 1773:0.012219 1781:0.023512 1787:0.098307 1963:0.010865 2031:0.010360 2090:0.039820 2118:0.010768 2260:0.016429 2261:0.010338 2262:0.013572 2281:0.012265 2327:0.017319 2372:0.078904 2471:0.014386 2549:0.012997 2633:0.012524 2685:0.112057 2687:0.010661 2710:0.028177 2716:0.024187 2720:0.010926 2721:0.010477 2815:0.010726 2818:0.023329 2838:0.012739 2857:0.017202 2861:0.015505 2892:0.011392 2911:0.032770 2927:0.010587 2936:0.013026 3019:0.010858 3065:0.065017 3099:0.013685 3118:0.012706 3123:0.010378 3128:0.014411 3144:0.013340 3151:0.012389 3242:0.011599 3261:0.010354 3264:0.014657 3297:0.013639 3298:0.019668 3321:0.140822 3327:0.912307 3331:0.012381 3340:0.016611 3363:0.011449 3386:0.011239
7:0.019312 49:0.019428 58:0.027048 142:0.017353 167:0.022539 194:0.018327 203:0.015587 268:0.018144 290:0.033988 291:0.021555 341:0.156056 344:0.097784 365:0.017574 411:0.016103 483:0.521567 485:0.048564 491:0.999037 492:0.020310 493:0.022875 494:0.024280 516:0.019745 539:0.027996 551:0.030413 826:0.049854 861:0.015978 865:0.022133 896:0.079403 913:0.211558 969:0.017187 1188:0.019136 1228:0.024326 1269:0.016590 1297:0.037049 1318:0.224777 1487:0.024973 1505:0.016388 1546:0.015555 1627:0.163255 1650:0.019738 1694:0.038009 1773:0.016771 1781:0.163797 1881:0.015313 1945:0.050403 1971:0.025807 1972:0.016788 1974:0.020221 1975:0.020773 1976:0.198519 1982:0.020985 2151:0.021575 2152:0.016887 2201:0.083804 2215:0.021046 2294:0.097067 2295:0.021896 2296:0.031700 2313:0.018061 2315:0.022272 2417:0.219027 2421:0.019733 2470:0.022969 2488:0.050385 2628:0.022471 2637:0.029666 2649:0.032411 2654:0.143289 2658:0.025937 2685:0.089698 2710:0.113832 2714:0.019724 2787:0.176179 2788:0.279769 2790:0.022068 2792:0.060031 2797:0.472979 2851:0.053306 2875:0.017635 2940:0.015477 2972:0.028520 2978:0.016298 2979:0.023614 2981:0.022090 3017:0.022959 3073:0.023541 3091:0.033613 3118:0.015877 3123:0.024117 3124:0.016387 3128:0.025053 3321:0.505498 3327:0.922760 3333:0.015691 3344:0.019654 3354:0.015774 3360:0.016750 3362:0.015754 3371:0.036690 3372:0.037148 3373:0.152326
12:0.024151 31:0.014144 174:0.023234 204:0.016782 207:0.028749 223:0.014313 233:0.028374 234:0.411266 268:0.015327 290:0.032147 362:0.028715 371:0.015846 444:0.533564 468:0.014467 489:0.018828 500:0.030589 556:0.015896 566:0.014889 632:0.015600 647:0.017409 730:0.016489 785:0.014039 798:0.014538 824:0.017368 825:0.032078 826:0.116609 853:0.019779 854:0.016803 881:0.044825 890:0.017937 902:0.015254 908:0.018252 994:0.025891 1124:0.034910 1128:0.017252 1135:0.024261 1215:0.024501 1268:0.026525 1288:0.016341 1354:0.033223 1356:0.017398 1366:0.023373 1376:0.072060 1377:0.017192 1379:0.014558 1381:0.023700 1426:0.014902 1432:0.015569 1470:0.023081 1471:0.037209 1486:0.015631 1497:0.039395 1556:0.018311 1599:0.016707 1627:0.028617 1654:0.018870 1665:0.022769 1781:0.121416 1841:0.053933 1842:0.023495 1877:0.026645 1893:0.030359 1949:0.019672 2044:0.025063 2105:0.022141 2125:0.016523 2151:0.021088 2248:0.381907 2312:0.047597 2317:0.018793 2318:0.014651 2357:0.017734 2358:0.016505 2467:0.019325 2482:0.034119 2483:0.047260 2584:0.014544 2637:0.017574 2671:0.025969 2672:0.029449 2685:0.200887 2710:0.081345 2714:0.020627 2716:0.019974 2730:0.015297 2788:0.417823 2849:0.017005 2850:0.015480 2942:0.015476 2946:0.015608 2982:0.014345 2998:0.032712 3056:0.015808 3296:0.016387 3310:0.020734 3312:0.029958 3321:0.046637 3327:0.890755 3361:0.018242 3398:0.014003
14:0.017860 30:0.033378 49:0.015245 58:0.018692 65:0.028034 96:0.012495 97:0.014135 116:0.020212 118:0.015877 135:0.018882 159:0.012740 220:0.014792 241:0.027484 269:0.020588 291:0.029369 304:0.029860 402:0.016667 404:0.014235 463:0.039266 483:0.014231 491:0.015271 569:0.023904 616:0.012897 645:0.013395 699:0.013981 725:0.013189 745:0.017425 782:0.016286 784:0.016329 871:0.017394 873:0.026047 895:0.012483 896:0.041483 928:0.016326 956:0.036193 969:0.012855 970:0.016455 972:0.013712 978:0.015553 1023:0.018371 1038:0.012554 1053:0.018308 1130:0.013362 1141:0.024200 1151:0.017586 1152:0.031098 1188:0.012591 1242:0.023452 1243:0.017480 1244:0.030492 1262:0.016075 1272:0.012818 1357:0.013529 1419:0.015104 1455:0.014348 1627:0.282583 1666:0.015302 1669:0.012934 1697:0.041788 1721:0.017786 1786:0.014215 1884:0.030308 1909:0.014940 1912:0.012816 1952:0.016411 2040:0.012585 2058:0.021606 2062:0.017079 2320:0.020460 2356:0.014895 2424:0.012547 2447:0.153413 2507:0.311924 2508:0.021194 2609:0.014351 2611:0.014119 2654:0.013198 2661:0.017442 2685:0.101023 2710:0.143963 2716:0.016230 2727:0.013836 2785:0.015889 2788:0.059610 2791:0.012557 2823:0.012847 2898:0.071557 2901:0.014883 2909:0.056150 2910:0.049969 2955:0.019007 3096:0.120843 3099:0.014209 3123:0.013485 3128:0.012581 3321:0.373849 3327:0.732871 3360:0.015262 3369:0.022405 3373:0.017032
0:0.017559 30:0.033320 97:0.031369 143:0.023494 144:0.016853 147:0.016838 223:0.019077 233:0.035546 234:0.066098 245:0.018400 367:0.017056 371:0.025608 444:0.137780 448:0.017259 477:0.026884 505:0.016785 564:0.018644 593:0.016974 688:0.016907 781:0.018018 896:0.027969 919:0.024358 955:0.021990 987:0.029090 1025:0.022339 1044:0.136746 1045:0.039760 1049:0.027421 1050:0.022364 1105:0.035572 1106:0.056975 1194:0.016535 1210:0.022772 1214:0.017024 1215:0.021028 1268:0.023699 1307:0.017861 1354:0.079352 1376:0.081887 1377:0.048081 1379:0.043121 1381:0.023172 1470:0.019727 1471:0.032136 1593:0.019766 1594:0.700865 1607:0.027414 1654:0.035849 1703:0.016312 1781:0.070447 1864:0.024124 1877:0.018621 2095:0.466948 2096:0.019477 2098:0.274449 2101:0.021909 2105:0.017072 2106:0.018419 2107:0.017410 2151:0.022473 2248:0.114349 2265:0.028568 2266:0.024987 2302:0.019538 2303:0.034606 2311:0.019238 2312:0.030202 2376:0.032845 2383:0.025843 2437:0.021214 2483:0.021159 2600:0.018917 2601:0.017855 2603:0.016722 2604:0.021423 2606:0.016651 2637:0.016685 2685:0.016756 2762:0.016536 2783:0.021942 2788:0.239736 2835:0.019193 2849:0.020441 2853:0.017818 2883:0.017449 2887:0.029496 2939:0.017686 2942:0.017625 2982:0.031162 2998:0.020055 3016:0.019931 3031:0.034785 3097:0.027653 3118:0.037769 3169:0.029556 3292:0.018607 3312:0.056068 3321:0.486611 3327:0.929818 3361:0.046103
10:0.017718 49:0.012983 57:0.020018 62:0.014472 65:0.027866 67:0.017054 96:0.013028 242:0.017903 268:0.027864 269:0.018142 290:0.033978 551:0.016366 553:0.015042 559:0.013102 621:0.023882 704:0.022569 745:0.014667 755:0.015259 769:0.266665 777:0.038840 780:0.015628 826:0.029971 885:0.046961 994:0.125439 1011:0.029831 1023:0.016741 1042:0.017457 1046:0.017803 1096:0.021522 1130:0.020471 1148:0.016475 1149:0.013078 1170:0.070688 1174:0.017422 1188:0.017075 1209:0.017685 1240:0.016607 1334:0.014791 1374:0.045211 1375:0.045707 1398:0.015130 1400:0.014280 1437:0.029681 1477:0.021960 1544:0.091442 1545:0.015692 1547:0.021906 1637:0.013534 1658:0.034380 1662:0.024131 1711:0.013476 1714:0.017212 1781:0.018586 1801:0.013076 1810:0.016749 1844:0.016512 1874:0.014141 1905:0.186562 1906:0.022951 1914:0.016791 2140:0.022836 2153:0.013099 2211:0.024289 2281:0.017111 2451:0.016731 2453:0.016713 2456:0.018731 2457:0.015911 2548:0.013122 2573:0.036014 2581:0.013214 2584:0.022178 2613:0.063951 2676:0.014659 2684:0.017233 2685:0.852580 2688:0.017633 2714:0.061354 2716:0.024601 2755:0.016324 2761:0.015088 2768:0.067782 2879:0.040251 2911:0.030125 3063:0.016484 3065:0.019181 3078:0.029282 3090:0.019341 3114:0.016675 3136:0.045018 3165:0.021135 3190:0.013917 3194:0.195216 3208:0.013958 3217:0.013824 3230:0.024794 3259:0.013564 3300:0.034531 3321:0.251587 3327:0.845360
20:0.013375 30:0.025524 49:0.020256 57:0.018603 58:0.016727 60:0.014855 65:0.017920 107:0.014616 116:0.012251 159:0.012520 203:0.012047 212:0.028517 269:0.015656 290:0.037220 291:0.013226 404:0.011906 438:0.095323 439:0.043122 463:0.012259 483:0.015849 491:0.013877 516:0.012311 556:0.034714 640:0.011875 749:0.012215 826:0.012033 861:0.014483 896:0.036731 954:0.101331 972:0.014209 1023:0.014030 1130:0.014805 1194:0.026159 1205:0.116124 1243:0.014393 1261:0.015648 1318:0.019728 1404:0.018182 1416:0.014276 1437:0.017613 1569:0.013213 1585:0.014005 1616:0.013410 1627:0.026675 1650:0.013876 1697:0.020752 1721:0.015122 1735:0.012754 1742:0.016275 1759:0.012894 1773:0.013392 1781:0.011959 1859:0.021059 1904:0.012659 1909:0.012263 1926:0.028719 1949:0.014214 1952:0.012746 1975:0.064844 1976:0.037643 2152:0.019757 2281:0.072993 2294:0.012600 2315:0.012920 2367:0.011942 2387:0.018194 2417:0.299884 2421:0.104724 2424:0.013430 2447:0.017748 2507:0.012492 2584:0.013157 2611:0.014075 2649:0.018560 2685:0.342936 2710:0.294291 2716:0.016913 2719:0.014713 2736:0.029830 2785:0.015306 2797:0.035944 2898:0.029197 2950:0.034339 2951:0.034245 2955:0.013010 3072:0.025419 3089:0.011927 3091:0.017544 3099:0.013520 3118:0.015568 3123:0.044971 3151:0.012500 3187:0.034579 3201:0.029046 3321:0.242689 3327:0.813677 3340:0.029142 3371:0.012688 3372:0.012159 3373:0.024349
58:0.016047 65:0.020597 79:0.018138 93:0.016396 98:0.016089 107:0.017073 137:0.015095 138:0.015854 139:0.014915 235:0.113614 236:0.041028 290:0.036736 359:0.015729 362:0.017269 387:0.016030 392:0.030378 394:0.020747 483:0.015048 491:0.030593 582:0.041530 583:0.029933 600:0.015204 656:0.018901 657:0.033892 734:0.018291 735:0.047564 736:0.039335 737:0.052893 745:0.017816 782:0.018606 891:0.020795 926:0.016783 970:0.020037 1035:0.016231 1036:0.018394 1073:0.023325 1094:0.032407 1169:0.015310 1194:0.064786 1209:0.049169 1219:0.029943 1221:0.036795 1318:0.015208 1323:0.016864 1330:0.111235 1331:0.017304 1333:0.019360 1335:0.021207 1437:0.024881 1445:0.029507 1571:0.019709 1610:0.018666 1674:0.039035 1675:0.022106 1758:0.016714 1814:0.017374 1904:0.016194 1970:0.020425 2000:0.017227 2036:0.020040 2152:0.015725 2186:0.060875 2187:0.114884 2239:0.019101 2281:0.024595 2417:0.023354 2447:0.023756 2486:0.015558 2609:0.016339 2649:0.025093 2685:0.136911 2710:0.121250 2714:0.017046 2716:0.017154 2719:0.017915 2744:0.016290 2787:0.016144 2789:0.019598 2797:0.036055 2803:0.023172 2840:0.020532 2841:0.021418 2842:0.072550 2863:0.026940 2864:0.018590 2875:0.016366 2961:0.021232 2963:0.016642 3072:0.069657 3073:0.018693 3118:0.024236 3123:0.016076 3149:0.032617 3187:0.459489 3188:0.021426 3253:0.029399 3257:0.018101 3291:0.024098 3321:0.327787 3327:0.918569
97:0.018192 124:0.034026 129:0.014808 205:0.015597 290:0.029256 378:0.023412 379:0.021747 473:0.020843 490:0.016749 503:0.015127 524:0.015388 537:0.745084 568:0.016521 569:0.021537 577:0.016065 741:0.018577 835:0.022972 840:0.020330 903:0.015596 969:0.021358 988:0.017973 1023:0.026077 1103:0.017311 1129:0.014955 1130:0.015233 1137:0.015349 1138:0.023946 1139:0.018023 1140:0.017028 1141:0.745173 1142:0.016032 1143:0.016817 1144:0.022528 1145:0.052863 1146:0.016303 1211:0.016090 1212:0.022172 1265:0.021271 1309:0.016377 1344:0.077813 1345:0.016359 1346:0.021804 1351:0.017423 1425:0.019612 1443:0.018002 1518:0.015890 1529:0.015383 1534:0.015177 1535:0.016684 1616:0.014971 1627:0.050997 1633:0.015596 1728:0.017628 1729:0.017363 1736:0.018532 1739:0.018205 1746:0.015775 1797:0.021138 1798:0.045344 1799:0.016619 1800:0.020217 1898:0.017212 1912:0.021105 1913:0.015279 1939:0.017079 1992:0.017341 2028:0.015788 2046:0.060567 2047:0.027540 2048:0.032530 2082:0.023806 2168:0.066435 2348:0.023435 2503:0.021439 2507:0.287229 2543:0.024740 2547:0.016290 2588:0.019964 2635:0.021645 2665:0.016730 2684:0.016207 2685:0.386533 2710:0.123773 2716:0.017100 2718:0.015714 2735:0.021354 2975:0.020579 2976:0.018670 2983:0.016623 3049:0.019565 3050:0.019018 3078:0.016142 3096:0.102137 3099:0.030567 3155:0.031920 3207:0.017197 3217:0.126842 3239:0.022262 3321:0.119649 3327:0.859705
57:0.068240 65:0.019937 69:0.023109 107:0.035648 164:0.033641 175:0.016519 242:0.016292 306:0.021377 308:0.016921 369:0.020829 542:0.021170 562:0.021233 608:0.015931 642:0.090994 666:0.030992 842:0.364272 843:0.218170 903:0.025892 907:0.015459 945:0.015780 958:0.027156 981:0.046053 1022:0.018004 1040:0.015733 1042:0.015524 1130:0.016786 1139:0.018351 1141:0.555233 1143:0.017775 1145:0.094945 1152:0.034070 1194:0.018341 1248:0.018185 1252:0.077440 1270:0.016073 1279:0.015992 1287:0.016397 1344:0.035024 1377:0.026228 1379:0.053565 1475:0.122213 1495:0.041947 1496:0.592670 1513:0.093296 1515:0.015252 1516:0.149042 1543:0.022533 1617:0.029277 1627:0.050094 1694:0.020595 1728:0.015354 1742:0.024725 1781:0.029682 1786:0.114202 1810:0.016825 1819:0.020631 1820:0.021899 1901:0.016002 1956:0.018203 1967:0.102729 1970:0.015128 1986:0.025734 1992:0.016576 2028:0.017332 2168:0.021523 2245:0.017340 2325:0.018782 2373:0.023266 2476:0.030590 2477:0.033345 2518:0.026059 2531:0.021984 2629:0.016308 2637:0.015842 2685:0.226510 2688:0.015687 2712:0.017459 2813:0.019372 2929:0.028972 2930:0.020493 2931:0.019257 2967:0.033834 2970:0.622065 2971:0.022189 2996:0.018609 3049:0.017939 3050:0.015977 3078:0.017512 3118:0.018506 3128:0.035165 3148:0.017653 3154:0.034720 3165:0.015399 3168:0.171575 3222:0.017003 3294:0.020617 3321:0.776878 3323:0.025013 3327:0.944019 3367:0.481188
